customer_id,first_name,last_name,email,phone,state,segment,date_of_birth,created_date,is_active
CUST0082,Robert,Taylor,customer82@email.com,555-2983,MI,RETAIL,1975-07-29,2022-12-27,False
CUST0083,Jennifer,Johnson,customer83@email.com,555-9289,PA,RETAIL,1978-11-04,2022-09-30,True
CUST0084,Michael,Garcia,customer84@email.com,555-8532,TX,SMALL_BUSINESS,1967-11-25,2022-12-04,True
CUST0085,Barbara,Wilson,customer85@email.com,555-8921,GA,SMALL_BUSINESS,1992-10-16,2021-07-03,True
CUST0086,Patricia,Johnson,customer86@email.com,555-5569,GA,PREMIUM,1993-08-30,2022-08-09,False
CUST0087,Jennifer,Smith,customer87@email.com,555-9098,PA,PREMIUM,1981-11-14,2021-03-10,True
CUST0088,Robert,Garcia,customer88@email.com,555-5581,MI,PRIVATE,1984-12-06,2020-01-21,True
CUST0089,Mary,Brown,customer89@email.com,555-7658,GA,PREMIUM,1990-12-23,2022-09-02,False
CUST0090,Linda,Smith,customer90@email.com,555-2524,IL,PREMIUM,1978-02-20,2021-05-13,True
CUST0091,Barbara,Garcia,customer91@email.com,555-8753,NC,PRIVATE,1979-02-01,2021-11-08,True
CUST0092,Linda,Jones,customer92@email.com,555-6023,IL,PREMIUM,1965-05-30,2021-01-29,True
CUST0093,Mary,Wilson,customer93@email.com,555-4033,FL,PREMIUM,1993-02-17,2022-09-18,True
CUST0094,Barbara,Wilson,customer94@email.com,555-5636,CA,PREMIUM,1973-04-15,2021-04-10,True
CUST0095,John,Jones,customer95@email.com,555-1231,NC,PREMIUM,1972-04-21,2020-04-03,True
CUST0096,William,Jones,customer96@email.com,555-3068,GA,RETAIL,1960-07-19,2021-08-05,False
CUST0097,Linda,Davis,customer97@email.com,555-6582,TX,RETAIL,1971-04-29,2022-09-05,True
CUST0098,Mary,Miller,customer98@email.com,555-9056,CA,RETAIL,1966-10-21,2020-11-01,True
CUST0099,Mary,Brown,customer99@email.com,555-2940,NC,SMALL_BUSINESS,1987-03-13,2021-04-07,False
CUST0100,Linda,Davis,customer100@email.com,555-5871,MI,SMALL_BUSINESS,1973-09-12,2020-05-03,True
CUST0101,Patricia,Brown,customer101@email.com,555-5335,CA,PREMIUM,1970-10-04,2020-12-21,True
CUST0102,John,Smith,customer102@email.com,555-7693,GA,SMALL_BUSINESS,1973-01-23,2020-03-07,True
CUST0103,Robert,Jones,customer103@email.com,555-8438,CA,PREMIUM,1971-11-13,2021-02-09,False
CUST0104,Mary,Wilson,customer104@email.com,555-4683,TX,PRIVATE,1966-05-19,2020-05-26,True
CUST0105,John,Jones,customer105@email.com,555-5728,GA,RETAIL,1981-01-09,2021-09-14,False
CUST0106,Robert,Wilson,customer106@email.com,555-9847,GA,SMALL_BUSINESS,1963-08-10,2020-03-22,False
CUST0107,Jennifer,Taylor,customer107@email.com,555-5102,NY,RETAIL,1970-04-08,2020-02-12,True
CUST0108,Barbara,Smith,customer108@email.com,555-3870,GA,SMALL_BUSINESS,1972-06-23,2021-01-06,False
CUST0109,Linda,Johnson,customer109@email.com,555-8700,PA,SMALL_BUSINESS,1974-12-13,2021-10-19,True
CUST0110,John,Garcia,customer110@email.com,555-7744,GA,PRIVATE,1989-09-20,2022-03-31,True
CUST0111,Linda,Johnson,customer111@email.com,555-6153,IL,PRIVATE,1965-03-14,2022-04-07,True
CUST0112,William,Davis,customer112@email.com,555-7770,NY,PREMIUM,1983-04-04,2022-01-10,False
CUST0113,Linda,Smith,customer113@email.com,555-4335,IL,PREMIUM,1972-12-02,2022-06-16,False
CUST0114,Mary,Smith,customer114@email.com,555-4920,TX,PRIVATE,1984-09-15,2020-01-29,False
CUST0115,Mary,Brown,customer115@email.com,555-2858,GA,RETAIL,1989-01-20,2020-11-11,False
CUST0116,Robert,Wilson,customer116@email.com,555-5479,OH,SMALL_BUSINESS,1981-03-07,2021-05-14,False
CUST0117,William,Williams,customer117@email.com,555-7284,FL,PREMIUM,1963-02-17,2021-07-19,False
CUST0118,Jennifer,Wilson,customer118@email.com,555-5377,NY,PRIVATE,1992-07-26,2021-09-03,False
CUST0119,John,Davis,customer119@email.com,555-9824,GA,PRIVATE,1974-11-29,2022-02-11,False
CUST0120,Jennifer,Brown,customer120@email.com,555-4912,MI,SMALL_BUSINESS,1970-06-23,2022-04-21,True
CUST0121,Jennifer,Davis,customer121@email.com,555-7246,OH,PREMIUM,1982-03-21,2020-03-16,True
CUST0122,William,Taylor,customer122@email.com,555-6439,CA,SMALL_BUSINESS,1964-06-21,2022-12-13,False
CUST0123,James,Williams,customer123@email.com,555-7717,TX,RETAIL,1981-01-22,2021-06-26,True
CUST0124,Barbara,Miller,customer124@email.com,555-2315,PA,SMALL_BUSINESS,1974-03-16,2022-09-26,True
CUST0125,Barbara,Johnson,customer125@email.com,555-4846,IL,PREMIUM,1993-07-01,2020-07-04,False
CUST0126,Mary,Johnson,customer126@email.com,555-8269,TX,PRIVATE,1961-04-19,2020-04-04,True
CUST0127,James,Jones,customer127@email.com,555-6873,PA,SMALL_BUSINESS,1966-07-13,2021-05-15,False
CUST0128,Barbara,Williams,customer128@email.com,555-3785,TX,RETAIL,1987-05-04,2022-02-22,True
CUST0129,Linda,Taylor,customer129@email.com,555-3344,FL,SMALL_BUSINESS,1988-08-12,2021-06-04,False
CUST0130,Robert,Smith,customer130@email.com,555-8622,IL,PREMIUM,1963-04-25,2022-06-23,True
CUST0131,Barbara,Jones,customer131@email.com,555-7951,IL,SMALL_BUSINESS,1973-07-20,2021-02-11,False
CUST0132,Linda,Johnson,customer132@email.com,555-4886,OH,PRIVATE,1985-10-13,2021-08-28,True
CUST0133,James,Miller,customer133@email.com,555-5497,NY,RETAIL,1987-03-15,2022-10-14,True
CUST0134,Patricia,Taylor,customer134@email.com,555-6772,FL,PREMIUM,1987-11-07,2021-05-28,True
CUST0135,Mary,Smith,customer135@email.com,555-6061,GA,RETAIL,1985-12-30,2022-01-17,True
CUST0136,Mary,Jones,customer136@email.com,555-6352,OH,PREMIUM,1969-01-02,2020-09-27,True
CUST0137,William,Wilson,customer137@email.com,555-5465,TX,PRIVATE,1981-08-12,2021-08-27,True
CUST0138,Mary,Davis,customer138@email.com,555-2233,TX,PREMIUM,1990-05-03,2022-03-24,True
CUST0139,Mary,Miller,customer139@email.com,555-1228,IL,RETAIL,1980-05-26,2022-01-24,True
CUST0140,Barbara,Miller,customer140@email.com,555-7086,CA,PREMIUM,1981-02-23,2020-02-21,True
CUST0141,Barbara,Brown,customer141@email.com,555-2035,GA,PRIVATE,1989-02-14,2022-04-16,True
CUST0142,John,Smith,customer142@email.com,555-1609,IL,SMALL_BUSINESS,1965-03-17,2020-07-18,True
CUST0143,William,Williams,customer143@email.com,555-7367,GA,PRIVATE,1990-01-28,2022-05-08,True
CUST0144,Michael,Johnson,customer144@email.com,555-9017,MI,SMALL_BUSINESS,1972-07-19,2020-03-08,True
CUST0145,Patricia,Davis,customer145@email.com,555-8285,FL,PRIVATE,1964-06-15,2022-01-22,True
CUST0146,James,Miller,customer146@email.com,555-5520,FL,RETAIL,1980-05-25,2020-07-06,True
CUST0147,Barbara,Smith,customer147@email.com,555-1828,PA,PREMIUM,1965-08-25,2021-02-24,True
CUST0148,William,Brown,customer148@email.com,555-4538,FL,PRIVATE,1994-09-26,2020-10-29,True
CUST0149,Robert,Williams,customer149@email.com,555-3129,NC,PRIVATE,1995-10-26,2020-12-23,True
CUST0150,James,Williams,customer150@email.com,555-1243,PA,PREMIUM,1986-05-31,2021-10-25,True
CUST0151,John,Jones,customer151@email.com,555-1858,TX,SMALL_BUSINESS,1983-08-07,2020-08-20,True
CUST0152,Linda,Davis,customer152@email.com,555-6931,NC,RETAIL,1980-04-10,2022-10-28,True
CUST0153,Barbara,Smith,customer153@email.com,555-9543,IL,SMALL_BUSINESS,1988-11-09,2020-03-04,True
CUST0154,Linda,Miller,customer154@email.com,555-7984,CA,SMALL_BUSINESS,1991-12-15,2022-06-27,True
CUST0155,Mary,Garcia,customer155@email.com,555-3430,CA,PREMIUM,1972-05-02,2021-10-27,False
CUST0156,Barbara,Wilson,customer156@email.com,555-5831,GA,SMALL_BUSINESS,1964-06-12,2020-08-22,True
CUST0157,Michael,Davis,customer157@email.com,555-4743,OH,PRIVATE,1980-05-05,2022-03-27,False
CUST0158,Mary,Garcia,customer158@email.com,555-7992,PA,PRIVATE,1976-10-15,2020-11-08,False
CUST0159,Mary,Johnson,customer159@email.com,555-2398,CA,SMALL_BUSINESS,1964-05-01,2022-02-02,True
CUST0160,William,Smith,customer160@email.com,555-6400,CA,SMALL_BUSINESS,1975-11-11,2022-05-16,True
CUST0161,Robert,Taylor,customer161@email.com,555-6119,PA,RETAIL,1985-12-03,2022-11-05,True
CUST0162,John,Davis,customer162@email.com,555-4674,CA,PRIVATE,1984-12-13,2022-01-22,True
CUST0163,Robert,Taylor,customer163@email.com,555-4705,OH,RETAIL,1987-04-26,2021-07-01,True
CUST0164,John,Jones,customer164@email.com,555-6062,PA,PRIVATE,1960-04-10,2021-01-06,True
CUST0165,Barbara,Miller,customer165@email.com,555-2140,TX,RETAIL,1964-02-12,2022-12-22,True
CUST0166,Michael,Miller,customer166@email.com,555-8432,PA,PREMIUM,1976-08-06,2021-09-30,True
CUST0167,Barbara,Taylor,customer167@email.com,555-2391,NY,PREMIUM,1967-01-23,2020-04-11,True
CUST0168,Robert,Davis,customer168@email.com,555-7947,GA,SMALL_BUSINESS,1978-07-30,2021-07-13,True
CUST0169,William,Johnson,customer169@email.com,555-6655,OH,RETAIL,1972-09-14,2022-09-23,True
CUST0170,James,Brown,customer170@email.com,555-7475,MI,RETAIL,1960-05-05,2021-02-22,True
CUST0171,Patricia,Williams,customer171@email.com,555-5186,IL,PRIVATE,1965-05-19,2020-01-16,False
CUST0172,Michael,Williams,customer172@email.com,555-3116,OH,PREMIUM,1982-06-10,2021-12-26,True
CUST0173,Michael,Smith,customer173@email.com,555-8147,NY,SMALL_BUSINESS,1963-06-29,2021-10-03,False
CUST0174,Barbara,Miller,customer174@email.com,555-7843,IL,RETAIL,1978-03-03,2020-02-12,True
CUST0175,John,Taylor,customer175@email.com,555-8538,PA,RETAIL,1979-08-04,2020-08-04,True
CUST0176,Michael,Taylor,customer176@email.com,555-7560,NC,RETAIL,1977-10-02,2021-09-27,True
CUST0177,Patricia,Garcia,customer177@email.com,555-3754,CA,RETAIL,1983-10-20,2022-11-10,True
CUST0178,Jennifer,Garcia,customer178@email.com,555-3419,FL,RETAIL,1966-07-27,2021-06-08,True
CUST0179,John,Taylor,customer179@email.com,555-3504,CA,PREMIUM,1994-09-01,2022-10-08,False
CUST0180,Barbara,Taylor,customer180@email.com,555-8354,MI,PRIVATE,1988-02-19,2021-10-09,True
CUST0181,Linda,Johnson,customer181@email.com,555-8682,GA,PRIVATE,1995-09-21,2021-07-16,True
CUST0182,Jennifer,Wilson,customer182@email.com,555-2215,IL,SMALL_BUSINESS,1980-04-09,2020-03-18,True
CUST0183,Jennifer,Jones,customer183@email.com,555-2257,CA,SMALL_BUSINESS,1980-10-03,2020-03-25,False
CUST0184,Barbara,Brown,customer184@email.com,555-6267,MI,SMALL_BUSINESS,1982-06-28,2020-11-04,True
CUST0185,Linda,Johnson,customer185@email.com,555-6626,CA,PREMIUM,1961-10-03,2021-05-22,False
CUST0186,Linda,Wilson,customer186@email.com,555-9564,MI,PREMIUM,1976-04-28,2022-02-02,True
CUST0187,Michael,Miller,customer187@email.com,555-6543,MI,RETAIL,1995-05-27,2021-11-16,True
CUST0188,Jennifer,Johnson,customer188@email.com,555-7333,IL,PRIVATE,1992-06-18,2020-11-03,True
CUST0189,Mary,Taylor,customer189@email.com,555-3317,PA,PRIVATE,1989-06-05,2022-03-13,True
CUST0190,Barbara,Johnson,customer190@email.com,555-6072,NC,SMALL_BUSINESS,1988-11-11,2021-11-03,True
CUST0191,William,Johnson,customer191@email.com,555-7937,NC,PRIVATE,1960-10-25,2022-01-12,True
CUST0192,John,Brown,customer192@email.com,555-6598,GA,PREMIUM,1970-02-28,2020-10-08,True
CUST0193,Mary,Jones,customer193@email.com,555-2657,NC,RETAIL,1989-09-10,2021-11-20,True
CUST0194,Barbara,Miller,customer194@email.com,555-3527,TX,PREMIUM,1991-01-29,2020-12-05,False
CUST0195,James,Miller,customer195@email.com,555-6968,FL,SMALL_BUSINESS,1987-05-22,2021-08-06,False
CUST0196,Patricia,Wilson,customer196@email.com,555-4918,IL,SMALL_BUSINESS,1968-09-13,2022-01-23,False
CUST0197,Linda,Jones,customer197@email.com,555-7256,NC,SMALL_BUSINESS,1967-04-09,2021-02-12,True
CUST0198,Robert,Smith,customer198@email.com,555-8873,PA,RETAIL,1991-11-29,2022-11-22,True
CUST0199,Robert,Johnson,customer199@email.com,555-3626,IL,SMALL_BUSINESS,1983-01-10,2020-10-28,False
CUST0200,Mary,Brown,customer200@email.com,555-8391,PA,RETAIL,1978-08-11,2020-04-19,False
